Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Lophius,budegassa,32.25,32.25,1303:122:1,0.17
Lophius,budegassa,32.25,31.75,1303:121:2,0.18
Lophius,budegassa,32.25,31.25,1303:121:1,0.18
Lophius,budegassa,32.25,30.75,1303:120:2,0.18
Lophius,budegassa,32.25,30.25,1303:120:1,0.18
Lophius,budegassa,31.25,30.25,1303:110:1,0.16
Lophius,budegassa,39.75,26.75,1302:496:4,0.17
Lophius,budegassa,36.25,29.75,1302:469:2,0.11
Lophius,budegassa,36.25,29.25,1302:469:1,0.12
Lophius,budegassa,36.75,28.75,1302:468:4,0.13
Lophius,budegassa,36.75,28.25,1302:468:3,0.12
Lophius,budegassa,36.25,28.25,1302:468:1,0.12
Lophius,budegassa,36.75,27.75,1302:467:4,0.13
Lophius,budegassa,36.75,27.25,1302:467:3,0.16
Lophius,budegassa,36.25,27.75,1302:467:2,0.15
Lophius,budegassa,36.25,27.25,1302:467:1,0.17
Lophius,budegassa,35.75,28.25,1302:458:3,0.07
Lophius,budegassa,35.25,28.25,1302:458:1,0.03
Lophius,budegassa,35.75,27.75,1302:457:4,0.14
Lophius,budegassa,35.75,27.25,1302:457:3,0.17
Lophius,budegassa,35.25,27.75,1302:457:2,0.06
Lophius,budegassa,35.25,27.25,1302:457:1,0.18
Lophius,budegassa,34.75,27.75,1302:247:4,0.09
Lophius,budegassa,34.75,27.25,1302:247:3,0.07
Lophius,budegassa,32.25,25.75,1302:225:2,0.03
Lophius,budegassa,31.75,29.25,1302:219:3,0.03
Lophius,budegassa,32.75,24.25,1302:124:3,0.06
Lophius,budegassa,39.25,18.25,1301:498:1,0.13
Lophius,budegassa,32.75,16.25,1301:226:3,0.15
Lophius,budegassa,31.75,18.25,1301:218:3,0.18
Lophius,budegassa,34.25,11.75,1301:141:2,0.02
Lophius,budegassa,33.75,10.25,1301:130:3,0.15
Lophius,budegassa,38.25,8.25,1300:488:1,0.09
Lophius,budegassa,36.75,6.75,1300:466:4,0.03
Lophius,budegassa,39.75,1.75,1300:391:4,0.01
Lophius,budegassa,62.25,-12.25,7601:122:1,0.22
Lophius,budegassa,62.25,-11.75,7601:121:2,0.36
Lophius,budegassa,60.25,-11.25,7601:101:1,0.37
Lophius,budegassa,62.75,-2.25,7600:122:3,0.39
Lophius,budegassa,62.25,-1.25,7600:121:1,0.32
Lophius,budegassa,60.75,-4.75,7600:104:4,0.34
Lophius,budegassa,60.25,-1.25,7600:101:1,0.27
Lophius,budegassa,58.25,-15.75,7501:485:2,0.22
Lophius,budegassa,57.25,-15.75,7501:475:2,0.29
Lophius,budegassa,55.75,-17.75,7501:457:4,0.23
Lophius,budegassa,59.75,-13.25,7501:393:3,0.21
Lophius,budegassa,59.25,-13.25,7501:393:1,0.39
Lophius,budegassa,59.75,-12.75,7501:392:4,0.30
Lophius,budegassa,59.75,-12.25,7501:392:3,0.26
Lophius,budegassa,59.75,-11.25,7501:391:3,0.33
Lophius,budegassa,59.25,-10.75,7501:390:2,0.34
Lophius,budegassa,54.75,-17.75,7501:247:4,0.28
Lophius,budegassa,51.25,-13.25,7501:113:1,0.33
Lophius,budegassa,51.75,-12.75,7501:112:4,0.33
Lophius,budegassa,56.75,-5.25,7500:465:3,0.25
Lophius,budegassa,56.75,-0.75,7500:360:4,0.26
Lophius,budegassa,56.25,-0.75,7500:360:2,0.26
Lophius,budegassa,55.25,-1.75,7500:351:2,0.27
Lophius,budegassa,50.25,-5.75,7500:205:2,0.39
Lophius,budegassa,53.25,-3.75,7500:133:2,0.24
Lophius,budegassa,53.25,-3.25,7500:133:1,0.39
Lophius,budegassa,53.75,-0.25,7500:130:3,0.39
Lophius,budegassa,51.25,-4.75,7500:114:2,0.36
Lophius,budegassa,51.75,-3.75,7500:113:4,0.36
Lophius,budegassa,51.75,-2.75,7500:112:4,0.38
Lophius,budegassa,50.25,-3.25,7500:103:1,0.30
Lophius,budegassa,50.25,-1.75,7500:101:2,0.32
Lophius,budegassa,49.25,-12.25,7401:392:1,0.22
Lophius,budegassa,48.25,-11.75,7401:381:2,0.27
Lophius,budegassa,46.75,-5.75,7400:465:4,0.37
Lophius,budegassa,49.75,-2.25,7400:392:3,0.30
Lophius,budegassa,44.25,-9.25,7400:249:1,0.25
Lophius,budegassa,35.25,-15.25,7301:455:1,0.34
Lophius,budegassa,32.25,-10.25,7301:120:1,0.25
Lophius,budegassa,31.75,-12.75,7301:112:4,0.30
Lophius,budegassa,35.75,-7.25,7300:457:3,0.28
Lophius,budegassa,35.25,-7.25,7300:457:1,0.37
Lophius,budegassa,28.75,-16.75,7201:486:4,0.20
Lophius,budegassa,27.25,-14.25,7201:374:1,0.21
Lophius,budegassa,22.25,-17.25,7201:227:1,0.26
Lophius,budegassa,21.25,-17.75,7201:217:2,0.38
Lophius,budegassa,20.75,-17.75,7201:207:4,0.38
Lophius,budegassa,20.25,-17.75,7201:207:2,0.38
Lophius,budegassa,19.25,-17.25,7101:497:1,0.23
Lophius,budegassa,19.75,-16.75,7101:496:4,0.38
Lophius,budegassa,19.75,-16.25,7101:496:3,0.35
Lophius,budegassa,19.25,-16.75,7101:496:2,0.25
Lophius,budegassa,18.75,-16.75,7101:486:4,0.31
Lophius,budegassa,18.25,-16.75,7101:486:2,0.39
Lophius,budegassa,18.25,-16.25,7101:486:1,0.21
Lophius,budegassa,17.75,-16.25,7101:476:3,0.29
Lophius,budegassa,17.25,-16.25,7101:476:1,0.23
Lophius,budegassa,16.75,-16.75,7101:466:4,0.29
Lophius,budegassa,16.75,-16.25,7101:466:3,0.23
Lophius,budegassa,16.25,-16.25,7101:466:1,0.23
Lophius,budegassa,15.25,-17.75,7101:457:2,0.38
Lophius,budegassa,15.75,-16.75,7101:456:4,0.23
Lophius,budegassa,15.25,-16.75,7101:456:2,0.25
Lophius,budegassa,14.75,-17.25,7101:247:3,0.39
Lophius,budegassa,14.25,-17.25,7101:247:1,0.38
Lophius,budegassa,13.75,-17.25,7101:237:3,0.36
Lophius,budegassa,13.25,-17.25,7101:237:1,0.33
Lophius,budegassa,13.75,-16.75,7101:236:4,0.22
Lophius,budegassa,13.25,-16.75,7101:236:2,0.21
Lophius,budegassa,62.75,8.25,1600:228:3,0.25
Lophius,budegassa,61.25,7.25,1600:217:1,0.39
Lophius,budegassa,61.75,6.25,1600:216:3,0.33
Lophius,budegassa,60.25,6.25,1600:206:1,0.35
Lophius,budegassa,60.75,5.25,1600:205:3,0.37
Lophius,budegassa,60.25,5.75,1600:205:2,0.36
Lophius,budegassa,60.25,5.25,1600:205:1,0.37
Lophius,budegassa,62.75,0.25,1600:120:3,0.22
Lophius,budegassa,60.75,4.75,1600:104:4,0.39
Lophius,budegassa,59.25,6.25,1500:496:1,0.24
Lophius,budegassa,59.75,5.75,1500:495:4,0.35
Lophius,budegassa,59.25,5.75,1500:495:2,0.25
Lophius,budegassa,59.25,5.25,1500:495:1,0.30
Lophius,budegassa,58.75,5.75,1500:485:4,0.23
Lophius,budegassa,58.75,5.25,1500:485:3,0.27
Lophius,budegassa,58.25,5.25,1500:485:1,0.26
Lophius,budegassa,57.75,9.25,1500:479:3,0.31
Lophius,budegassa,57.75,6.25,1500:476:3,0.29
Lophius,budegassa,59.75,4.75,1500:394:4,0.38
Lophius,budegassa,59.25,4.75,1500:394:2,0.33
Lophius,budegassa,58.75,4.75,1500:384:4,0.30
Lophius,budegassa,58.25,4.75,1500:384:2,0.37
Lophius,budegassa,57.25,2.75,1500:372:2,0.32
Lophius,budegassa,56.75,2.75,1500:362:4,0.20
Lophius,budegassa,56.25,2.75,1500:362:2,0.33
Lophius,budegassa,55.75,2.75,1500:352:4,0.20
Lophius,budegassa,55.25,0.75,1500:350:2,0.39
Lophius,budegassa,54.75,0.75,1500:140:4,0.32
Lophius,budegassa,52.75,0.25,1500:120:3,0.29
Lophius,budegassa,50.75,0.75,1500:100:4,0.25
Lophius,budegassa,40.75,24.25,1402:104:3,0.28
Lophius,budegassa,40.25,24.75,1402:104:2,0.36
Lophius,budegassa,45.75,13.25,1401:353:3,0.28
Lophius,budegassa,42.25,19.25,1401:229:1,0.30
Lophius,budegassa,41.75,17.75,1401:217:4,0.24
Lophius,budegassa,44.75,14.25,1401:144:3,0.33
Lophius,budegassa,41.25,11.75,1401:111:2,0.31
Lophius,budegassa,41.75,10.75,1401:110:4,0.37
Lophius,budegassa,40.25,13.75,1401:103:2,0.33
Lophius,budegassa,43.75,8.75,1400:238:4,0.36
Lophius,budegassa,43.25,3.25,1400:133:1,0.30
Lophius,budegassa,41.25,3.75,1400:113:2,0.20
Lophius,budegassa,40.25,1.75,1400:101:2,0.35
Lophius,budegassa,36.75,35.75,1303:465:4,0.21
Lophius,budegassa,36.25,35.75,1303:465:2,0.22
Lophius,budegassa,34.25,35.75,1303:245:2,0.24
Lophius,budegassa,33.75,35.75,1303:235:4,0.30
Lophius,budegassa,33.75,35.25,1303:235:3,0.21
Lophius,budegassa,33.25,35.25,1303:235:1,0.29
Lophius,budegassa,32.75,35.25,1303:225:3,0.32
Lophius,budegassa,33.25,34.75,1303:134:2,0.25
Lophius,budegassa,32.75,34.75,1303:124:4,0.32
Lophius,budegassa,32.25,34.25,1303:124:1,0.36
Lophius,budegassa,31.75,34.75,1303:114:4,0.39
Lophius,budegassa,31.75,33.75,1303:113:4,0.29
Lophius,budegassa,31.75,33.25,1303:113:3,0.25
Lophius,budegassa,31.75,32.75,1303:112:4,0.31
Lophius,budegassa,39.75,26.25,1302:496:3,0.21
Lophius,budegassa,39.75,25.75,1302:495:4,0.25
Lophius,budegassa,37.25,27.75,1302:477:2,0.39
Lophius,budegassa,37.25,27.25,1302:477:1,0.22
Lophius,budegassa,37.75,26.75,1302:476:4,0.38
Lophius,budegassa,37.25,26.75,1302:476:2,0.24
Lophius,budegassa,37.25,26.25,1302:476:1,0.31
Lophius,budegassa,36.75,29.25,1302:469:3,0.35
Lophius,budegassa,36.75,26.75,1302:466:4,0.20
Lophius,budegassa,36.75,26.25,1302:466:3,0.28
Lophius,budegassa,36.25,26.75,1302:466:2,0.23
Lophius,budegassa,36.25,26.25,1302:466:1,0.31
Lophius,budegassa,36.25,25.75,1302:465:2,0.39
Lophius,budegassa,35.75,26.75,1302:456:4,0.23
Lophius,budegassa,35.75,26.25,1302:456:3,0.33
Lophius,budegassa,35.25,26.75,1302:456:2,0.23
Lophius,budegassa,35.25,26.25,1302:456:1,0.31
Lophius,budegassa,35.25,25.75,1302:455:2,0.34
Lophius,budegassa,35.25,25.25,1302:455:1,0.36
Lophius,budegassa,37.75,20.25,1302:370:3,0.20
Lophius,budegassa,35.25,24.75,1302:354:2,0.37
Lophius,budegassa,35.25,24.25,1302:354:1,0.34
Lophius,budegassa,35.25,23.75,1302:353:2,0.34
Lophius,budegassa,34.75,26.25,1302:246:3,0.24
Lophius,budegassa,34.75,25.75,1302:245:4,0.22
Lophius,budegassa,34.75,25.25,1302:245:3,0.22
Lophius,budegassa,32.25,25.25,1302:225:1,0.24
Lophius,budegassa,31.75,29.75,1302:219:4,0.30
Lophius,budegassa,31.25,29.25,1302:219:1,0.37
Lophius,budegassa,31.25,28.75,1302:218:2,0.31
Lophius,budegassa,31.25,28.25,1302:218:1,0.37
Lophius,budegassa,31.75,27.25,1302:217:3,0.21
Lophius,budegassa,31.75,26.75,1302:216:4,0.21
Lophius,budegassa,31.75,26.25,1302:216:3,0.21
Lophius,budegassa,31.75,25.75,1302:215:4,0.23
Lophius,budegassa,31.75,25.25,1302:215:3,0.25
Lophius,budegassa,30.75,29.25,1302:209:3,0.20
Lophius,budegassa,34.75,24.75,1302:144:4,0.24
Lophius,budegassa,34.75,24.25,1302:144:3,0.26
Lophius,budegassa,34.75,23.75,1302:143:4,0.31
Lophius,budegassa,33.25,23.25,1302:133:1,0.34
Lophius,budegassa,33.25,22.75,1302:132:2,0.38
Lophius,budegassa,33.25,21.75,1302:131:2,0.38
Lophius,budegassa,32.25,24.75,1302:124:2,0.28
Lophius,budegassa,32.25,24.25,1302:124:1,0.31
Lophius,budegassa,32.75,23.75,1302:123:4,0.33
Lophius,budegassa,32.75,23.25,1302:123:3,0.36
Lophius,budegassa,32.25,23.75,1302:123:2,0.33
Lophius,budegassa,32.25,23.25,1302:123:1,0.36
Lophius,budegassa,32.75,22.75,1302:122:4,0.38
Lophius,budegassa,39.25,19.25,1301:499:1,0.20
Lophius,budegassa,39.25,18.75,1301:498:2,0.21
Lophius,budegassa,39.25,17.75,1301:497:2,0.20
Lophius,budegassa,38.75,12.25,1301:382:3,0.25
Lophius,budegassa,38.75,11.25,1301:381:3,0.36
Lophius,budegassa,38.75,10.25,1301:380:3,0.32
Lophius,budegassa,33.25,15.75,1301:235:2,0.24
Lophius,budegassa,33.25,15.25,1301:235:1,0.34
Lophius,budegassa,32.25,16.75,1301:226:2,0.25
Lophius,budegassa,34.75,12.25,1301:142:3,0.20
Lophius,budegassa,36.75,7.75,1300:467:4,0.39
Lophius,budegassa,36.75,7.25,1300:467:3,0.26
Lophius,budegassa,62.75,-13.25,7601:123:3,0.51
Lophius,budegassa,62.25,-11.25,7601:121:1,0.41
Lophius,budegassa,61.25,-11.25,7601:111:1,0.49
Lophius,budegassa,61.75,-10.25,7601:110:3,0.46
Lophius,budegassa,61.25,-10.75,7601:110:2,0.53
Lophius,budegassa,61.75,-6.75,7600:216:4,0.52
Lophius,budegassa,61.25,-4.25,7600:114:1,0.54
Lophius,budegassa,61.25,-3.25,7600:113:1,0.48
Lophius,budegassa,59.25,-17.75,7501:497:2,0.46
Lophius,budegassa,58.75,-17.25,7501:487:3,0.56
Lophius,budegassa,55.25,-17.75,7501:457:2,0.51
Lophius,budegassa,55.25,-15.75,7501:455:2,0.46
Lophius,budegassa,59.75,-11.75,7501:391:4,0.58
Lophius,budegassa,58.75,-13.25,7501:383:3,0.43
Lophius,budegassa,54.25,-13.25,7501:143:1,0.44
Lophius,budegassa,51.75,-12.25,7501:112:3,0.41
Lophius,budegassa,50.75,-14.25,7501:104:3,0.58
Lophius,budegassa,50.75,-13.75,7501:103:4,0.49
Lophius,budegassa,57.75,-5.25,7500:475:3,0.54
Lophius,budegassa,56.25,-3.25,7500:363:1,0.59
Lophius,budegassa,56.25,-2.75,7500:362:2,0.52
Lophius,budegassa,56.25,-2.25,7500:362:1,0.55
Lophius,budegassa,55.75,-1.75,7500:351:4,0.55
Lophius,budegassa,52.25,-6.75,7500:226:2,0.45
Lophius,budegassa,51.75,-9.75,7500:219:4,0.40
Lophius,budegassa,51.75,-6.75,7500:216:4,0.50
Lophius,budegassa,51.25,-5.25,7500:215:1,0.49
Lophius,budegassa,50.75,-5.25,7500:205:3,0.44
Lophius,budegassa,54.75,-4.75,7500:144:4,0.41
Lophius,budegassa,54.75,-4.25,7500:144:3,0.57
Lophius,budegassa,54.75,-3.75,7500:143:4,0.54
Lophius,budegassa,54.75,-3.25,7500:143:3,0.58
Lophius,budegassa,54.25,-3.25,7500:143:1,0.56
Lophius,budegassa,53.25,-4.75,7500:134:2,0.56
Lophius,budegassa,53.75,-3.25,7500:133:3,0.49
Lophius,budegassa,51.75,-4.75,7500:114:4,0.42
Lophius,budegassa,51.75,-4.25,7500:114:3,0.52
Lophius,budegassa,50.75,-4.75,7500:104:4,0.46
Lophius,budegassa,50.25,-4.75,7500:104:2,0.40
Lophius,budegassa,50.25,-4.25,7500:104:1,0.43
Lophius,budegassa,50.75,-3.25,7500:103:3,0.55
Lophius,budegassa,50.75,-2.75,7500:102:4,0.58
Lophius,budegassa,49.25,-1.25,7400:391:1,0.58
Lophius,budegassa,47.25,-2.75,7400:372:2,0.53
Lophius,budegassa,41.25,-8.75,7400:218:2,0.51
Lophius,budegassa,40.75,-8.75,7400:208:4,0.54
Lophius,budegassa,40.25,-8.75,7400:208:2,0.57
Lophius,budegassa,44.25,-1.25,7400:141:1,0.51
Lophius,budegassa,43.75,-1.25,7400:131:3,0.42
Lophius,budegassa,35.25,-15.75,7301:455:2,0.40
Lophius,budegassa,36.75,-14.25,7301:364:3,0.57
Lophius,budegassa,36.75,-11.75,7301:361:4,0.54
Lophius,budegassa,36.75,-11.25,7301:361:3,0.57
Lophius,budegassa,36.25,-11.75,7301:361:2,0.46
Lophius,budegassa,36.25,-11.25,7301:361:1,0.42
Lophius,budegassa,36.75,-10.75,7301:360:4,0.58
Lophius,budegassa,35.25,-12.75,7301:352:2,0.50
Lophius,budegassa,33.25,-16.25,7301:236:1,0.51
Lophius,budegassa,32.75,-17.25,7301:227:3,0.50
Lophius,budegassa,32.75,-16.75,7301:226:4,0.50
Lophius,budegassa,32.75,-16.25,7301:226:3,0.50
