"SP","Format","Param","Method","Estimate","Sd_2.5","Sd_97.5","Migr"
"Dlabr","Mu_Fa","N1","Neural network",105564.745430072,92360.5290917221,118448.927061204,"Beta"
"Dlabr","Mu_Fa","N1","Random forest",94248.1284166667,76700.7692307692,113725,"Beta"
"Dlabr","Mu_Fa","N2","Neural network",264987.409609256,235404.661371515,304608.526072353,"Beta"
"Dlabr","Mu_Fa","N2","Random forest",278973.412333333,233738.333333333,338156.333333333,"Beta"
"Dlabr","Mu_Fa","Na","Neural network",91859.5274098452,75409.3359325635,108552.587754103,"Beta"
"Dlabr","Mu_Fa","Na","Random forest",94617.46725,75960.0898203593,116301.9,"Beta"
"Dlabr","Mu_Fa","shape_N_a","Neural network",1.70667808944205,1.48491452131966,1.98950003832588,"Beta"
"Dlabr","Mu_Fa","shape_N_a","Random forest",1.82648529833333,1.40673855513308,2.23272291666667,"Beta"
"Dlabr","Mu_Fa","shape_N_b","Neural network",3.58759402134882,2.90397324485255,4.27533012415957,"Beta"
"Dlabr","Mu_Fa","shape_N_b","Random forest",3.58147203066667,2.53528924836601,4.42906993630573,"Beta"
"Dlabr","Mu_Fa","Tsplit","Neural network",820246.475856214,715243.752376161,924135.267305642,"Beta"
"Dlabr","Mu_Fa","Tsplit","Random forest",870617.103333333,716890.666666667,1048587.5,"Beta"
"Dlabr","Mu_Fa","M12","Neural network",24.213397972,19.7878531847962,27.9292971011642,"Beta"
"Dlabr","Mu_Fa","M12","Random forest",22.0170447923333,17.5028025,26.539202,"Beta"
"Dlabr","Mu_Fa","M21","Neural network",14.8191191339505,12.4704923602767,17.4035269070737,"Beta"
"Dlabr","Mu_Fa","M21","Random forest",15.4780169211667,12.1534494849785,18.6293530769231,"Beta"
"Dlabr","Med_Atl","N1","Neural network",77269.0003294437,70477.5288570704,84192.0302210066,"Beta"
"Dlabr","Med_Atl","N1","Random forest",70785.5325,59239.1346153846,82702.5,"Beta"
"Dlabr","Med_Atl","N2","Neural network",265541.384789525,242710.951018715,291868.256972101,"Beta"
"Dlabr","Med_Atl","N2","Random forest",265129.542833333,221694.404761905,314838,"Beta"
"Dlabr","Med_Atl","Na","Neural network",158080.826507706,133480.260486164,181829.901375873,"Beta"
"Dlabr","Med_Atl","Na","Random forest",160784.991416667,135170.705882353,189828.125,"Beta"
"Dlabr","Med_Atl","shape_N_a","Neural network",2.13727665468907,1.89750222409692,2.4120659908064,"Beta"
"Dlabr","Med_Atl","shape_N_a","Random forest",2.18973336116667,1.79788953271028,2.63887115942029,"Beta"
"Dlabr","Med_Atl","shape_N_b","Neural network",4.3130312282819,3.52262016835299,5.15123040273011,"Beta"
"Dlabr","Med_Atl","shape_N_b","Random forest",4.328967885,3.19497333333333,5.462826,"Beta"
"Dlabr","Med_Atl","Tsplit","Neural network",666415.284930099,549757.924313957,787167.451750639,"Beta"
"Dlabr","Med_Atl","Tsplit","Random forest",662594.666666667,483684.766930519,816647.5,"Beta"
"Dlabr","Med_Atl","M12","Neural network",22.0414734462835,18.1698523670253,25.9945747053935,"Beta"
"Dlabr","Med_Atl","M12","Random forest",22.305458422,17.7119386111111,26.6997470281124,"Beta"
"Dlabr","Med_Atl","M21","Neural network",11.0779398738598,9.29750129094157,13.0454956201958,"Beta"
"Dlabr","Med_Atl","M21","Random forest",11.0707580711667,9.121088,13.05325625,"Beta"
"Dlabr","Mu_Fa","N1","Neural network",113850.573374831,100064.924948184,128653.304208714,"Beta"
"Dlabr","Mu_Fa","N1","Random forest",101368.42625,81290,123785.433333333,"Beta"
"Dlabr","Mu_Fa","N2","Neural network",278970.633039328,247864.534785612,314387.088452057,"Beta"
"Dlabr","Mu_Fa","N2","Random forest",276037.337,228249.791666667,327809.363636364,"Beta"
"Dlabr","Mu_Fa","Na","Neural network",72625.1166902865,59652.6623074764,86013.6188134775,"Beta"
"Dlabr","Mu_Fa","Na","Random forest",75125.6733333333,58305.3333333333,91256.829787234,"Beta"
"Dlabr","Mu_Fa","shape_N_a","Neural network",1.70419721386135,1.48407839347671,1.93265893643833,"Beta"
"Dlabr","Mu_Fa","shape_N_a","Random forest",1.74626789466667,1.41850625,2.1068235,"Beta"
"Dlabr","Mu_Fa","shape_N_b","Neural network",3.78156548452012,2.88921297363199,4.67043632478588,"Beta"
"Dlabr","Mu_Fa","shape_N_b","Random forest",3.83128598566667,2.87765916666667,4.84878384823848,"Beta"
"Dlabr","Mu_Fa","Tsplit","Neural network",889794.999515659,788704.996589022,990048.842967369,"Beta"
"Dlabr","Mu_Fa","Tsplit","Random forest",913441.84,786201.666666667,1044945.71428571,"Beta"
"Dlabr","Mu_Fa","M12","Neural network",20.6288431170912,16.4847854529743,24.5795342221453,"Beta"
"Dlabr","Mu_Fa","M12","Random forest",19.7190376921667,15.3289266666667,23.6805945454545,"Beta"
"Dlabr","Mu_Fa","M21","Neural network",15.4460664401687,13.1527452713149,17.9835837227305,"Beta"
"Dlabr","Mu_Fa","M21","Random forest",16.1192734755,12.881686,19.1318452054795,"Beta"
"Dlabr","Med_Atl","N1","Neural network",86936.8575110179,77486.4960131996,97408.2343272646,"Beta"
"Dlabr","Med_Atl","N1","Random forest",82092.6405,64292.5,101559,"Beta"
"Dlabr","Med_Atl","N2","Neural network",251309.392096314,222888.202908809,284137.42922447,"Beta"
"Dlabr","Med_Atl","N2","Random forest",232283.230666667,194747,276767,"Beta"
"Dlabr","Med_Atl","Na","Neural network",130811.927029869,106137.971397738,155287.364921291,"Beta"
"Dlabr","Med_Atl","Na","Random forest",133489.71975,108287,160817.395833333,"Beta"
"Dlabr","Med_Atl","shape_N_a","Neural network",1.85788909041828,1.65111911827799,2.08197290978879,"Beta"
"Dlabr","Med_Atl","shape_N_a","Random forest",1.88858913933333,1.55031619047619,2.23329674846626,"Beta"
"Dlabr","Med_Atl","shape_N_b","Neural network",3.38166356844751,2.73473522641751,3.99306838608725,"Beta"
"Dlabr","Med_Atl","shape_N_b","Random forest",3.4516605805,2.61502,4.202926,"Beta"
"Dlabr","Med_Atl","Tsplit","Neural network",767258.125796606,642916.780955674,893268.541865699,"Beta"
"Dlabr","Med_Atl","Tsplit","Random forest",773171.415666667,624584,931270,"Beta"
"Dlabr","Med_Atl","M12","Neural network",18.7717291108463,15.8869167331381,21.6522338490778,"Beta"
"Dlabr","Med_Atl","M12","Random forest",18.8524106995,15.3122036170213,22.2552016666667,"Beta"
"Dlabr","Med_Atl","M21","Neural network",9.60105869256555,8.11403529167432,11.100747740119,"Beta"
"Dlabr","Med_Atl","M21","Random forest",9.54328023933333,7.545861,11.50266,"Beta"
"Dlabr","Mu_Fa","N1","Neural network",122848.125065414,108937.709045381,136867.934837299,"Bimodal"
"Dlabr","Mu_Fa","N1","Random forest",109511.872583333,89721.5384615385,131374.5,"Bimodal"
"Dlabr","Mu_Fa","N2","Neural network",258960.48806604,228625.732155623,294303.391695436,"Bimodal"
"Dlabr","Mu_Fa","N2","Random forest",236542.921416667,196492.865671642,285115,"Bimodal"
"Dlabr","Mu_Fa","Na","Neural network",88375.9869567647,71826.2448075283,104927.398079374,"Bimodal"
"Dlabr","Mu_Fa","Na","Random forest",94400.6709166667,72875.4498269896,118653.635578584,"Bimodal"
"Dlabr","Mu_Fa","shape_N_a","Neural network",1.78377941273659,1.58930451993588,2.07582001118714,"Bimodal"
"Dlabr","Mu_Fa","shape_N_a","Random forest",2.1098160285,1.7123168852459,2.69992718712753,"Bimodal"
"Dlabr","Mu_Fa","shape_N_b","Neural network",2.78581917562818,2.26999355983316,3.26939792653185,"Bimodal"
"Dlabr","Mu_Fa","shape_N_b","Random forest",2.767510441,2.135278,3.4021,"Bimodal"
"Dlabr","Mu_Fa","Tsplit","Neural network",855303.172358047,754662.257506617,968682.564248064,"Bimodal"
"Dlabr","Mu_Fa","Tsplit","Random forest",904278.199666667,750873.793103448,1081194.53658537,"Bimodal"
"Dlabr","Mu_Fa","M12","Neural network",20.4573577946411,16.7152697580051,23.8530833526954,"Bimodal"
"Dlabr","Mu_Fa","M12","Random forest",19.7087744658333,14.8498773219373,23.8674153005464,"Bimodal"
"Dlabr","Mu_Fa","M21","Neural network",17.7487139127108,15.1098815741421,20.5129020113429,"Bimodal"
"Dlabr","Mu_Fa","M21","Random forest",18.5286996245,15.0811128205128,22.2485627906977,"Bimodal"
"Dlabr","Li_Ga","N1","Neural network",96236.1086198837,83280.1275105321,110297.301731347,"Beta"
"Dlabr","Li_Ga","N1","Random forest",93461.7893333333,76239.1666666667,115882.564102564,"Beta"
"Dlabr","Li_Ga","N2","Neural network",328007.957444995,296186.86445539,365749.494695667,"Beta"
"Dlabr","Li_Ga","N2","Random forest",294132.8495,242010,359584.5,"Beta"
"Dlabr","Li_Ga","Na","Neural network",130223.771142432,111710.544391171,147869.147263908,"Beta"
"Dlabr","Li_Ga","Na","Random forest",136100.70775,114249.027777778,161209.8,"Beta"
"Dlabr","Li_Ga","shape_N_a","Neural network",1.10617159845867,0.973947741017509,1.24772762849259,"Beta"
"Dlabr","Li_Ga","shape_N_a","Random forest",1.158668945,0.93326131147541,1.37305591346154,"Beta"
"Dlabr","Li_Ga","shape_N_b","Neural network",2.07660052712358,1.68754775073898,2.48964782349921,"Beta"
"Dlabr","Li_Ga","shape_N_b","Random forest",2.142626444,1.60885600928074,2.7662572972973,"Beta"
"Dlabr","Li_Ga","Tsplit","Neural network",516297.637199639,455780.089224587,575026.659180847,"Beta"
"Dlabr","Li_Ga","Tsplit","Random forest",494866.978666667,413004.666666667,576772.666666667,"Beta"
"Dlabr","Li_Ga","Tsc","Neural network",69744.3404899095,59089.4881167828,82098.2373906576,"Beta"
"Dlabr","Li_Ga","Tsc","Random forest",71065.165,55684,85400,"Beta"
"Dlabr","Li_Ga","M12","Neural network",25.1762187363211,21.6533585455428,28.6748720340059,"Beta"
"Dlabr","Li_Ga","M12","Random forest",24.3615049608333,19.7930276388889,29.03641,"Beta"
"Dlabr","Li_Ga","M21","Neural network",6.97905265837699,5.80137965730522,8.21485408365336,"Beta"
"Dlabr","Li_Ga","M21","Random forest",7.6113611745,6.22898142857143,9.019255,"Beta"
"Dlabr","Li_Ga","N1","Neural network",100258.186717165,87583.5677813387,115723.08434468,"Bimodal"
"Dlabr","Li_Ga","N1","Random forest",103523.21,83572.3076923077,127870,"Bimodal"
"Dlabr","Li_Ga","N2","Neural network",304260.757522869,274261.492433116,337704.608778156,"Bimodal"
"Dlabr","Li_Ga","N2","Random forest",280940.07725,232876.157024793,338438.703703704,"Bimodal"
"Dlabr","Li_Ga","Na","Neural network",129047.259243151,112629.726819753,145387.967916581,"Bimodal"
"Dlabr","Li_Ga","Na","Random forest",139066.5505,115635,162971.26984127,"Bimodal"
"Dlabr","Li_Ga","shape_N_a","Neural network",1.61687106436755,1.40628810836349,1.85359837534887,"Bimodal"
"Dlabr","Li_Ga","shape_N_a","Random forest",1.70810178133333,1.36541545454545,2.06377430769231,"Bimodal"
"Dlabr","Li_Ga","shape_N_b","Neural network",3.24145925038677,2.62192881703053,3.86816519389678,"Bimodal"
"Dlabr","Li_Ga","shape_N_b","Random forest",3.25407074483333,2.33863123902439,4.01025894308943,"Bimodal"
"Dlabr","Li_Ga","Tsplit","Neural network",493369.196794398,443461.717976998,536870.099850323,"Bimodal"
"Dlabr","Li_Ga","Tsplit","Random forest",444979.069666667,375820,514395.466666667,"Bimodal"
"Dlabr","Li_Ga","Tsc","Neural network",65858.7221432521,56360.6570465909,76187.3592041191,"Bimodal"
"Dlabr","Li_Ga","Tsc","Random forest",66106.1156666667,54551.0638297872,77200,"Bimodal"
"Dlabr","Li_Ga","M12","Neural network",21.9022463970567,18.8886109216816,24.8079651561871,"Bimodal"
"Dlabr","Li_Ga","M12","Random forest",21.6004790911667,16.8102705,25.52079875,"Bimodal"
"Dlabr","Li_Ga","M21","Neural network",8.40876600680118,7.07586277367772,9.76262631464862,"Bimodal"
"Dlabr","Li_Ga","M21","Random forest",8.589067341,6.72641153846154,10.4520371698113,"Bimodal"
"Dpunt","Li_Ga","N1","Neural network",279932.758334731,257464.425169735,304697.368245012,"Beta"
"Dpunt","Li_Ga","N1","Random forest",281252.01375,212668.647450111,340456.666666667,"Beta"
"Dpunt","Li_Ga","N2","Neural network",276186.003142536,254365.093210935,302029.489118519,"Beta"
"Dpunt","Li_Ga","N2","Random forest",281587.394916667,216618.555555556,341240.933333333,"Beta"
"Dpunt","Li_Ga","Na","Neural network",375140.216111731,346547.804192048,405387.790642473,"Beta"
"Dpunt","Li_Ga","Na","Random forest",334633.759583333,253073.027551659,401900.833333333,"Beta"
"Dpunt","Li_Ga","shape_N_a","Neural network",0.0961506668462107,0.0871949254852486,0.104440525704239,"Beta"
"Dpunt","Li_Ga","shape_N_a","Random forest",0.0953727633333333,0.0712367507886435,0.1171525,"Beta"
"Dpunt","Li_Ga","shape_N_b","Neural network",0.0586058425495634,0.0519024774780716,0.0664256468775753,"Beta"
"Dpunt","Li_Ga","shape_N_b","Random forest",0.0572963265,0.042572,0.0727288888888889,"Beta"
"Dpunt","Li_Ga","Tsplit","Neural network",799562.158856045,748972.182935565,847004.35696681,"Beta"
"Dpunt","Li_Ga","Tsplit","Random forest",873396.731333334,736043.05882353,988845.6152513,"Beta"
"Dpunt","Mu_Fa","N1","Neural network",265594.305507506,238534.473404369,293231.398212573,"Bimodal"
"Dpunt","Mu_Fa","N1","Random forest",228711.554833333,191971.5,275425.25,"Bimodal"
"Dpunt","Mu_Fa","N2","Neural network",242482.702052318,216753.570887012,264701.885525553,"Bimodal"
"Dpunt","Mu_Fa","N2","Random forest",190664.455833333,161771.434782609,224600,"Bimodal"
"Dpunt","Mu_Fa","Na","Neural network",254466.483620384,214734.56077444,298992.728011856,"Bimodal"
"Dpunt","Mu_Fa","Na","Random forest",266866.226166667,230146.5,319465.357142857,"Bimodal"
"Dpunt","Mu_Fa","shape_N_a","Neural network",0.27883514394572,0.243820986022832,0.316743502260875,"Bimodal"
"Dpunt","Mu_Fa","shape_N_a","Random forest",0.304565129833333,0.23795984375,0.360987681940701,"Bimodal"
"Dpunt","Mu_Fa","shape_N_b","Neural network",0.24740231956632,0.204238739295696,0.293416376853149,"Bimodal"
"Dpunt","Mu_Fa","shape_N_b","Random forest",0.235579081333333,0.166922294022617,0.302004032258064,"Bimodal"
"Dpunt","Mu_Fa","Tsplit","Neural network",1353176.57025073,1221757.63049138,1495907.82791214,"Bimodal"
"Dpunt","Mu_Fa","Tsplit","Random forest",1398527.38266667,1231020,1590355.55555556,"Bimodal"
"Dpunt","Mu_Fa","Tsc","Neural network",33260.808570097,28287.8345210973,38563.6621220105,"Bimodal"
"Dpunt","Mu_Fa","Tsc","Random forest",35606.5003333333,29328,41473,"Bimodal"
"Dpunt","Mu_Fa","M12","Neural network",9.24630918265356,7.70056977355963,10.8990171114567,"Bimodal"
"Dpunt","Mu_Fa","M12","Random forest",9.60384493766667,7.565929,11.99871,"Bimodal"
"Dpunt","Mu_Fa","M21","Neural network",6.34195688543652,5.28520797297447,7.41816416788797,"Bimodal"
"Dpunt","Mu_Fa","M21","Random forest",6.62203873833333,5.25074566666667,7.963968,"Bimodal"
"Dpunt","Med_Atl","N1","Neural network",331965.113560517,297413.528735736,374091.027503708,"Beta"
"Dpunt","Med_Atl","N1","Random forest",331658.544416667,255087.660818713,417531.333333333,"Beta"
"Dpunt","Med_Atl","N2","Neural network",204977.261725036,180204.167270542,232935.75157474,"Beta"
"Dpunt","Med_Atl","N2","Random forest",200463.271166667,164010.5,237952.666666667,"Beta"
"Dpunt","Med_Atl","Na","Neural network",253239.295119703,218788.173215702,291497.612679382,"Beta"
"Dpunt","Med_Atl","Na","Random forest",238762.548083333,193870.3,292670,"Beta"
"Dpunt","Med_Atl","shape_N_a","Neural network",0.426664188935064,0.388191044846841,0.466011246096389,"Beta"
"Dpunt","Med_Atl","shape_N_a","Random forest",0.403730958166667,0.3362105,0.470354,"Beta"
"Dpunt","Med_Atl","shape_N_b","Neural network",2.16123466200931,1.7516925410968,2.60956608908666,"Beta"
"Dpunt","Med_Atl","shape_N_b","Random forest",2.17242025733333,1.5928222675737,2.75073,"Beta"
"Dpunt","Med_Atl","Tsplit","Neural network",1317242.1682018,1230271.21451675,1399921.06657522,"Beta"
"Dpunt","Med_Atl","Tsplit","Random forest",1336314.641,1193316,1455929.62711864,"Beta"
"Dpunt","Med_Atl","Tsc","Neural network",19941.7895919369,17808.9084814467,21799.9428546789,"Beta"
"Dpunt","Med_Atl","Tsc","Random forest",18929.7883333333,15240,22096.6153846154,"Beta"
"Dpunt","Med_Atl","M12","Neural network",6.59058568420547,5.37468575432515,7.73362182528118,"Beta"
"Dpunt","Med_Atl","M12","Random forest",6.40653538883333,5.01124033333333,7.99826676470588,"Beta"
"Dpunt","Med_Atl","shape_M12_a","Neural network",3.14886560666556,2.55149753954714,3.7540095211595,"Beta"
"Dpunt","Med_Atl","shape_M12_a","Random forest",3.088308743,2.04176084737364,4.06079449275362,"Beta"
"Dpunt","Med_Atl","shape_M12_b","Neural network",2.9502126125137,2.39026801206311,3.52542720311641,"Beta"
"Dpunt","Med_Atl","shape_M12_b","Random forest",2.90085807933333,2.10867933333333,3.637387,"Beta"
"Dpunt","Med_Atl","M21","Neural network",11.6532463188389,9.95457929192973,13.2206940246086,"Beta"
"Dpunt","Med_Atl","M21","Random forest",11.186179986,8.8625198,13.6267055752212,"Beta"
"Dpunt","Med_Atl","shape_M21_a","Neural network",3.01569741604603,2.42295090042574,3.60419248703972,"Beta"
"Dpunt","Med_Atl","shape_M21_a","Random forest",3.0338565195,2.24676828681424,3.82385,"Beta"
"Dpunt","Med_Atl","shape_M21_b","Neural network",1.90188858039786,1.52365070936433,2.28410593004379,"Beta"
"Dpunt","Med_Atl","shape_M21_b","Random forest",1.9049230295,1.39273577777778,2.421616,"Beta"
"Dpunt","Mu_Fa","N1","Neural network",286089.971272298,259584.934030206,315159.68688265,"Beta"
"Dpunt","Mu_Fa","N1","Random forest",246675.063083333,195651.208226221,304740.158730159,"Beta"
"Dpunt","Mu_Fa","N2","Neural network",248141.934831176,223987.262122925,275114.537766722,"Beta"
"Dpunt","Mu_Fa","N2","Random forest",204627.343333333,176006.908713693,248239.125,"Beta"
"Dpunt","Mu_Fa","Na","Neural network",287604.394153443,247293.412624706,329616.86583011,"Beta"
"Dpunt","Mu_Fa","Na","Random forest",291817.932166667,246758.611111111,347568.948497854,"Beta"
"Dpunt","Mu_Fa","shape_N_a","Neural network",0.356879043599126,0.299348041707339,0.42137705742013,"Beta"
"Dpunt","Mu_Fa","shape_N_a","Random forest",0.353807478666667,0.2928253125,0.408661814946619,"Beta"
"Dpunt","Mu_Fa","shape_N_b","Neural network",0.294700449902938,0.241240578751578,0.346772102526639,"Beta"
"Dpunt","Mu_Fa","shape_N_b","Random forest",0.291857173666667,0.221175872576177,0.368569574468085,"Beta"
"Dpunt","Mu_Fa","Tsplit","Neural network",1300795.23334835,1185214.12644999,1425154.24143064,"Beta"
"Dpunt","Mu_Fa","Tsplit","Random forest",1339924.64366667,1178813.33333333,1497100,"Beta"
"Dpunt","Mu_Fa","Tsc","Neural network",16156.7482437075,13225.0350644953,19331.2646644283,"Beta"
"Dpunt","Mu_Fa","Tsc","Random forest",17128.0746666667,14020,20200,"Beta"
"Dpunt","Mu_Fa","M12","Neural network",16.5377371003872,13.5252904554815,19.3870485800441,"Beta"
"Dpunt","Mu_Fa","M12","Random forest",17.0343628416667,12.847155,21.1175788888889,"Beta"
"Dpunt","Mu_Fa","shape_M12_a","Neural network",4.5699205660091,3.65166307403317,5.46949002639077,"Beta"
"Dpunt","Mu_Fa","shape_M12_a","Random forest",4.5741672395,3.3540963190184,5.79270605088881,"Beta"
"Dpunt","Mu_Fa","shape_M12_b","Neural network",3.38609793182297,2.90099610619209,3.87201666579329,"Beta"
"Dpunt","Mu_Fa","shape_M12_b","Random forest",3.31859445283333,2.46042070063694,4.25184173333333,"Beta"
"Dpunt","Mu_Fa","M21","Neural network",13.9379691172425,11.4598099840312,16.4918902751156,"Beta"
"Dpunt","Mu_Fa","M21","Random forest",14.2592518461667,10.93547,17.4685888468158,"Beta"
"Dpunt","Mu_Fa","shape_M21_a","Neural network",3.72243347847967,2.91987775355346,4.51765419257807,"Beta"
"Dpunt","Mu_Fa","shape_M21_a","Random forest",3.74169438783333,2.76714575862069,4.66827011235955,"Beta"
"Dpunt","Mu_Fa","shape_M21_b","Neural network",4.06007681833382,3.27974119254407,4.83979084990009,"Beta"
"Dpunt","Mu_Fa","shape_M21_b","Random forest",4.11107182416667,3.00583677884615,5.05678478873239,"Beta"
"Hgutt","Li_Ga","N1","Neural network",58542.7871464752,49584.3307172395,69082.9199294591,"Bimodal"
"Hgutt","Li_Ga","N1","Random forest",55997.6676666667,45585.9433962264,70715,"Bimodal"
"Hgutt","Li_Ga","N2","Neural network",52869.2149317436,45634.0639925126,60264.5025891522,"Bimodal"
"Hgutt","Li_Ga","N2","Random forest",53715.67125,44160,63710.5536181343,"Bimodal"
"Hgutt","Li_Ga","Na","Neural network",111267.843003336,105176.868575961,117335.82319679,"Bimodal"
"Hgutt","Li_Ga","Na","Random forest",109466.572333333,99628.2263814617,117832.458563536,"Bimodal"
"Hgutt","Li_Ga","Tsplit","Neural network",28354.8137049195,24006.6847010209,33436.3817563078,"Bimodal"
"Hgutt","Li_Ga","Tsplit","Random forest",29235.7693333333,23120,35120,"Bimodal"
"Hgutt","Li_Ga","M12","Neural network",11.3513253701755,9.15338027179147,13.4640374140201,"Bimodal"
"Hgutt","Li_Ga","M12","Random forest",11.2460546405,8.50853322580645,14.0408754216867,"Bimodal"
"Hgutt","Li_Ga","M21","Neural network",17.7379156546298,15.2883281848518,20.1779757100656,"Bimodal"
"Hgutt","Li_Ga","M21","Random forest",17.4099077856667,13.3385483333333,21.8402355555556,"Bimodal"
"Hgutt","Med_Atl","N1","Neural network",65938.1874122916,58524.5675869059,74271.0231686036,"Beta"
"Hgutt","Med_Atl","N1","Random forest",70246.7198333333,59775,81713.623853211,"Beta"
"Hgutt","Med_Atl","N2","Neural network",66419.4359637709,59717.2661826259,74229.4183040808,"Beta"
"Hgutt","Med_Atl","N2","Random forest",68659.1479166667,55829.0721649484,80288.1363636364,"Beta"
"Hgutt","Med_Atl","Na","Neural network",116428.739512505,111116.915524345,121990.761453005,"Beta"
"Hgutt","Med_Atl","Na","Random forest",111290.773833333,104045,118600,"Beta"
"Hgutt","Med_Atl","Tsplit","Neural network",23675.7469268021,20549.5514205407,27120.977584551,"Beta"
"Hgutt","Med_Atl","Tsplit","Random forest",22668.6553333333,17720,27459.0303030303,"Beta"
"Hgutt","Med_Atl","M12","Neural network",12.9500595196763,10.3776765772607,15.2716095943715,"Beta"
"Hgutt","Med_Atl","M12","Random forest",12.6946749336667,9.7900773964497,17.1021941214057,"Beta"
"Hgutt","Med_Atl","M21","Neural network",11.0483099506553,8.93556902526947,13.1689508570485,"Beta"
"Hgutt","Med_Atl","M21","Random forest",11.0111914868333,8.25616173333333,14.13307875,"Beta"
"Hgutt","Li_Ga","N1","Neural network",52507.4361177577,47427.9935521278,57201.6900062244,"Beta"
"Hgutt","Li_Ga","N1","Random forest",48066.7225833333,41641.0526315789,54340,"Beta"
"Hgutt","Li_Ga","N2","Neural network",55389.5441304881,49900.9485224981,61428.0925639799,"Beta"
"Hgutt","Li_Ga","N2","Random forest",55544.2361666667,45482.4025364021,65077.0036264733,"Beta"
"Hgutt","Li_Ga","Na","Neural network",594194.936199086,484845.366155479,705696.85255563,"Beta"
"Hgutt","Li_Ga","Na","Random forest",609344.3345,471240.714285714,732309.562043796,"Beta"
"Hgutt","Li_Ga","Tsplit","Neural network",1046478.14875175,891825.931872729,1215482.57046822,"Beta"
"Hgutt","Li_Ga","Tsplit","Random forest",1037465.699,834905.6,1212019.78021978,"Beta"
"Hgutt","Li_Ga","M12","Neural network",20.2879462252664,16.8923620838216,23.1923041011365,"Beta"
"Hgutt","Li_Ga","M12","Random forest",19.0396706488333,14.9671279333333,22.9045558333333,"Beta"
"Hgutt","Li_Ga","M21","Neural network",26.7238684907306,23.0506856078126,29.9485780653029,"Beta"
"Hgutt","Li_Ga","M21","Random forest",26.723777669,21.8527824444444,30.9139780152672,"Beta"
"Hgutt","Mu_Fa","N1","Neural network",82787.327286625,74334.8213404555,95434.7644017011,"Beta"
"Hgutt","Mu_Fa","N1","Random forest",89373.4755833333,75992.1794871795,109227,"Beta"
"Hgutt","Mu_Fa","N2","Neural network",23511.7964657701,20804.9762764143,26291.8550536099,"Beta"
"Hgutt","Mu_Fa","N2","Random forest",23019.3464166667,19355,27725,"Beta"
"Hgutt","Mu_Fa","Na","Neural network",148340.240658428,122105.183014444,174892.94252193,"Beta"
"Hgutt","Mu_Fa","Na","Random forest",152165.236416667,120934.808362369,183602.350230415,"Beta"
"Hgutt","Mu_Fa","Tsplit","Neural network",532024.713226582,485612.468297232,578393.805371216,"Beta"
"Hgutt","Mu_Fa","Tsplit","Random forest",532337.151333333,394550.933333333,661625.333333333,"Beta"
"Hgutt","Mu_Fa","M12","Neural network",22.0906484413831,19.8084935192568,24.5545057171773,"Beta"
"Hgutt","Mu_Fa","M12","Random forest",23.135978527,19.612788,26.5884751666667,"Beta"
"Hgutt","Mu_Fa","M21","Neural network",25.6329148532813,22.3577284859696,28.1112614768814,"Beta"
"Hgutt","Mu_Fa","M21","Random forest",23.1480036548333,18.4288933333333,27.1736498830409,"Beta"
"Hgutt","Mu_Fa","N1","Neural network",47829.31388498,40185.6459884703,53852.4454148422,"Bimodal"
"Hgutt","Mu_Fa","N1","Random forest",45249.4391666667,35915,53232.1020408163,"Bimodal"
"Hgutt","Mu_Fa","N2","Neural network",8513.13238320365,7350.33036299799,9788.54680891127,"Bimodal"
"Hgutt","Mu_Fa","N2","Random forest",8445.74516666667,7050,10200,"Bimodal"
"Hgutt","Mu_Fa","Na","Neural network",106502.133016341,100259.386147901,112897.189626929,"Bimodal"
"Hgutt","Mu_Fa","Na","Random forest",105382.517,98231.5605095541,112407.779578606,"Bimodal"
"Hgutt","Mu_Fa","shape_N_a","Neural network",4.04281686505457,3.26910220558599,4.84781421974752,"Bimodal"
"Hgutt","Mu_Fa","shape_N_a","Random forest",3.97101272933333,3.03448802419355,4.957073,"Bimodal"
"Hgutt","Mu_Fa","shape_N_b","Neural network",1.31851310080914,1.06516585391858,1.57530623693566,"Bimodal"
"Hgutt","Mu_Fa","shape_N_b","Random forest",1.34832262833333,1.02349427038627,1.69497918020108,"Bimodal"
"Hgutt","Mu_Fa","Tsplit","Neural network",7069.01616240171,6050.06204381641,8116.16859451752,"Bimodal"
"Hgutt","Mu_Fa","Tsplit","Random forest",6926.81766666667,5660,8180,"Bimodal"
"Hgutt","Mu_Fa","Tam","Neural network",140.000297414771,119.467871269107,160.804591950733,"Bimodal"
"Hgutt","Mu_Fa","Tam","Random forest",138.827666666667,100,180,"Bimodal"
"Hgutt","Mu_Fa","M12","Neural network",0.723210923710916,0.580743014629295,0.867274470039064,"Bimodal"
"Hgutt","Mu_Fa","M12","Random forest",0.723374679833333,0.481119912229374,0.890199629629629,"Bimodal"
"Hgutt","Mu_Fa","nBarriersM12","Neural network",0.173689455422353,0.139946012146883,0.207749416627828,"Bimodal"
"Hgutt","Mu_Fa","nBarriersM12","Random forest",0.177053199560747,0.135369871218928,0.21413596885295,"Bimodal"
"Hgutt","Mu_Fa","M21","Neural network",16.1523388417391,12.9890779359108,19.2665532969951,"Bimodal"
"Hgutt","Mu_Fa","M21","Random forest",16.333619366,12.6831558536585,19.8802469343066,"Bimodal"
"Hgutt","Mu_Fa","nBarriersM21","Neural network",0.119956451497841,0.0968235535202093,0.142943624531599,"Bimodal"
