"SP","Format","Param","Method","Estimate","Sd_2.5","Sd_97.5","Migr"
"Hgutt","Mu_Fa","nBarriersM21","Random forest",0.118879170410302,0.0922431865828092,0.146451033243486,"Bimodal"
"Lbude","Li_Ga","N1","Neural network",475088.373962803,395188.045955573,561043.398258956,"Bimodal"
"Lbude","Li_Ga","N1","Random forest",470966.521333333,371216.666666667,580977.333333333,"Bimodal"
"Lbude","Li_Ga","N2","Neural network",875256.673384147,720101.890498845,1035204.15046635,"Bimodal"
"Lbude","Li_Ga","N2","Random forest",878043.162083333,680753.666666667,1077216.93835616,"Bimodal"
"Lbude","Li_Ga","Na","Neural network",112696.976517529,106790.492564625,118510.221526256,"Bimodal"
"Lbude","Li_Ga","Na","Random forest",106565.416416667,97391,115978.166666667,"Bimodal"
"Lbude","Li_Ga","Tsplit","Neural network",48274.5813802071,43463.007798714,53495.9672897309,"Bimodal"
"Lbude","Li_Ga","Tsplit","Random forest",43924.2283333333,34980,52720,"Bimodal"
"Lbude","Li_Ga","M12","Neural network",14.869577764096,12.166858832178,17.5004632886331,"Bimodal"
"Lbude","Li_Ga","M12","Random forest",14.7280614996667,11.3247393166287,18.09543,"Bimodal"
"Lbude","Li_Ga","M21","Neural network",14.7623705266736,11.9910150368552,17.4977652545227,"Bimodal"
"Lbude","Li_Ga","M21","Random forest",14.6765586255,11.2701475,18.0649953481332,"Bimodal"
"Lbude","Mu_Fa","N1","Neural network",950931.520958837,774211.262068289,1124591.17588976,"Beta"
"Lbude","Mu_Fa","N1","Random forest",925135.626,693709.536082474,1168330.97222222,"Beta"
"Lbude","Mu_Fa","N2","Neural network",776302.388148554,632870.162471933,938478.993201383,"Beta"
"Lbude","Mu_Fa","N2","Random forest",819271.738916667,636894.193548387,1046781.82448037,"Beta"
"Lbude","Mu_Fa","Na","Neural network",113356.59826867,107760.975018551,118788.805441745,"Beta"
"Lbude","Mu_Fa","Na","Random forest",103996.428583333,95786.28,111930.720720721,"Beta"
"Lbude","Mu_Fa","shape_N_a","Neural network",4.1033609847357,3.38667036161123,4.91462153456969,"Beta"
"Lbude","Mu_Fa","shape_N_a","Random forest",4.4718135585,3.46800995192308,5.51856537313433,"Beta"
"Lbude","Mu_Fa","shape_N_b","Neural network",2.51894877588808,2.04223535820014,2.96344146141689,"Beta"
"Lbude","Mu_Fa","shape_N_b","Random forest",2.4574084135,1.87250068350669,3.18694883131202,"Beta"
"Lbude","Mu_Fa","Tsplit","Neural network",40789.9973305327,37114.4072426655,45121.7726508974,"Beta"
"Lbude","Mu_Fa","Tsplit","Random forest",40860.4366666667,32873.5771065183,49840,"Beta"
"Lbude","Mu_Fa","M12","Neural network",10.6781448130667,8.57390626330418,12.8104737005514,"Beta"
"Lbude","Mu_Fa","M12","Random forest",10.9849434383333,8.45643958333333,13.5528106153846,"Beta"
"Lbude","Mu_Fa","M21","Neural network",18.4587720578689,14.983547913843,21.7657138340258,"Beta"
"Lbude","Mu_Fa","M21","Random forest",18.0874928638333,13.1284127741935,22.7628417266187,"Beta"
"Lbude","Li_Ga","N1","Neural network",486470.871042496,422429.292679021,552967.452386417,"Beta"
"Lbude","Li_Ga","N1","Random forest",481518.346416667,369090.196078431,613349.379496403,"Beta"
"Lbude","Li_Ga","N2","Neural network",490927.736377174,407109.834464979,571524.483344712,"Beta"
"Lbude","Li_Ga","N2","Random forest",487274.84825,386818.111111111,590545.575221239,"Beta"
"Lbude","Li_Ga","Na","Neural network",100012.361868115,93698.8567694841,106339.862393866,"Beta"
"Lbude","Li_Ga","Na","Random forest",100367.206083333,89912.2666666667,113300.73943662,"Beta"
"Lbude","Li_Ga","shape_N_a","Neural network",1.54646882840516,1.32362527793856,1.79893682544576,"Beta"
"Lbude","Li_Ga","shape_N_a","Random forest",1.6678921495,1.32719578635015,1.91688974576271,"Beta"
"Lbude","Li_Ga","shape_N_b","Neural network",0.975733087084775,0.798979425360566,1.18130165334502,"Beta"
"Lbude","Li_Ga","shape_N_b","Random forest",1.00471030516667,0.767576578947368,1.269115,"Beta"
"Lbude","Li_Ga","Tsplit","Neural network",59008.5404150787,53099.279666164,65418.0426141505,"Beta"
"Lbude","Li_Ga","Tsplit","Random forest",54288.527,43098,65660,"Beta"
"Lbude","Li_Ga","M12","Neural network",21.8418132022576,17.6689717333341,25.8258510258687,"Beta"
"Lbude","Li_Ga","M12","Random forest",22.491542023,17.2997002222222,27.2476359310345,"Beta"
"Lbude","Li_Ga","shape_M12_a","Neural network",3.97708848904576,3.20859444640134,4.79176339653577,"Beta"
"Lbude","Li_Ga","shape_M12_a","Random forest",4.10311388916667,3.0907925,5.0371226993865,"Beta"
"Lbude","Li_Ga","shape_M12_b","Neural network",2.83435330057123,2.30361720041208,3.3743515541434,"Beta"
"Lbude","Li_Ga","shape_M12_b","Random forest",2.7943425745,2.07537122608696,3.56555166666667,"Beta"
"Lbude","Li_Ga","M21","Neural network",22.2184489813971,18.1465088208821,25.8104514828931,"Beta"
"Lbude","Li_Ga","M21","Random forest",21.1216161953333,16.2246472,26.0088970048309,"Beta"
"Lbude","Li_Ga","shape_M21_a","Neural network",4.75371536290217,3.84597646375268,5.65649258238815,"Beta"
"Lbude","Li_Ga","shape_M21_a","Random forest",4.75113261,3.43075783333333,5.99138483471074,"Beta"
"Lbude","Li_Ga","shape_M21_b","Neural network",3.22648461995008,2.61576819055231,3.9101250075787,"Beta"
"Lbude","Li_Ga","shape_M21_b","Random forest",3.37295787366667,2.49767616173808,4.36273213930348,"Beta"
"Lmorm","Mu_Ga","N1","Neural network",225378.089219802,210355.116844981,241090.657975912,"Beta"
"Lmorm","Mu_Ga","N1","Random forest",210111.6885,173207.701149425,249508.99185336,"Beta"
"Lmorm","Mu_Ga","N2","Neural network",281120.66856268,266697.4175317,295114.057505807,"Beta"
"Lmorm","Mu_Ga","N2","Random forest",249669.385166667,207504.333333333,294609.583333333,"Beta"
"Lmorm","Mu_Ga","Na","Neural network",642610.336356187,595589.275583244,695034.708348591,"Beta"
"Lmorm","Mu_Ga","Na","Random forest",672482.12225,557198,779602.971014493,"Beta"
"Lmorm","Mu_Ga","shape_N_a","Neural network",1.7378316947953,1.5666301989441,1.91879380390925,"Beta"
"Lmorm","Mu_Ga","shape_N_a","Random forest",1.75963721383333,1.26947957446809,2.25204461883408,"Beta"
"Lmorm","Mu_Ga","shape_N_b","Neural network",1.2170241347884,1.06012784946986,1.38312255080189,"Beta"
"Lmorm","Mu_Ga","shape_N_b","Random forest",1.24007690983333,0.929498333333333,1.523225,"Beta"
"Lmorm","Mu_Ga","Tsplit","Neural network",747208.766034603,698659.841383342,797461.863073592,"Beta"
"Lmorm","Mu_Ga","Tsplit","Random forest",704520.49,581240.432432432,827344.75,"Beta"
"Lmorm","Li_Ga","N1","Neural network",248642.7372719,233662.289251433,265811.893153128,"Beta"
"Lmorm","Li_Ga","N1","Random forest",232420.6715,189940.344827586,276721,"Beta"
"Lmorm","Li_Ga","N2","Neural network",320357.117677601,300547.390874523,340429.866950399,"Beta"
"Lmorm","Li_Ga","N2","Random forest",284036.181333333,231295,333659.290976059,"Beta"
"Lmorm","Li_Ga","Na","Neural network",698797.176837224,653104.016414262,740474.629220199,"Beta"
"Lmorm","Li_Ga","Na","Random forest",610820.981333333,504968.474576271,722395.333333333,"Beta"
"Lmorm","Li_Ga","shape_N_a","Neural network",1.39788709103763,1.2607381203189,1.58216716609578,"Beta"
"Lmorm","Li_Ga","shape_N_a","Random forest",1.59709362833333,1.25397503448276,2.102796,"Beta"
"Lmorm","Li_Ga","shape_N_b","Neural network",0.85071895079865,0.77429706853206,0.926659587872619,"Beta"
"Lmorm","Li_Ga","shape_N_b","Random forest",0.852825309,0.625774848484848,1.04341819767442,"Beta"
"Lmorm","Li_Ga","Tsplit","Neural network",816406.637728125,768440.347119495,868577.687309909,"Beta"
"Lmorm","Li_Ga","Tsplit","Random forest",859218.125,740160,1004165.16286645,"Beta"
"Lmorm","Mu_Fa","N1","Neural network",170061.194070038,163033.168938089,176180.77037868,"Beta"
"Lmorm","Mu_Fa","N1","Random forest",145919.016833333,122220,165288.333333333,"Beta"
"Lmorm","Mu_Fa","N2","Neural network",477678.865755978,444496.420139127,514007.758920027,"Beta"
"Lmorm","Mu_Fa","N2","Random forest",386970.186,326310,453808.333333333,"Beta"
"Lmorm","Mu_Fa","Na","Neural network",435751.038490146,389502.627102296,487792.610014639,"Beta"
"Lmorm","Mu_Fa","Na","Random forest",451433.49925,381071.1,524602.208333333,"Beta"
"Lmorm","Mu_Fa","shape_N_a","Neural network",3.31665631111544,2.91344186484477,3.71096158093411,"Beta"
"Lmorm","Mu_Fa","shape_N_a","Random forest",3.3053640715,2.42860116666667,4.100232,"Beta"
"Lmorm","Mu_Fa","shape_N_b","Neural network",1.06234451074656,0.863710616819364,1.2644099291673,"Beta"
"Lmorm","Mu_Fa","shape_N_b","Random forest",1.05663612183333,0.793025384615385,1.31807,"Beta"
"Lmorm","Mu_Fa","Tsplit","Neural network",1629777.62123536,1560361.23333679,1700620.85360915,"Beta"
"Lmorm","Mu_Fa","Tsplit","Random forest",1548393.02433333,1379046.08,1696231.83098592,"Beta"
"Lmorm","Mu_Fa","Tsc","Neural network",9532.12236508249,8462.20329327693,10758.1120800366,"Beta"
"Lmorm","Mu_Fa","Tsc","Random forest",10391.863,8580,11886.6666666667,"Beta"
"Lmorm","Mu_Fa","M12","Neural network",20.8907530464203,17.4906425651064,24.3662831257267,"Beta"
"Lmorm","Mu_Fa","M12","Random forest",21.7033615611667,17.169926,25.3865783377309,"Beta"
"Lmorm","Mu_Fa","shape_M12_a","Neural network",0.172781685183582,0.141235260681584,0.205268138649297,"Beta"
"Lmorm","Mu_Fa","shape_M12_a","Random forest",0.157933191666667,0.12513176217765,0.209906794117647,"Beta"
"Lmorm","Mu_Fa","shape_M12_b","Neural network",1.09186838071081,0.887039926565425,1.30384570664071,"Beta"
"Lmorm","Mu_Fa","shape_M12_b","Random forest",1.122033654,0.835482,1.4218673155416,"Beta"
"Lmorm","Mu_Fa","M21","Neural network",6.42120855177843,5.32716253032041,7.78125507501469,"Beta"
"Lmorm","Mu_Fa","M21","Random forest",7.0748051165,5.00406236966825,8.47145273532669,"Beta"
"Lmorm","Mu_Fa","shape_M21_a","Neural network",4.94489918259569,4.26597339080197,5.61389196333619,"Beta"
"Lmorm","Mu_Fa","shape_M21_a","Random forest",4.871252685,3.69601379552716,6.43998074712644,"Beta"
"Lmorm","Mu_Fa","shape_M21_b","Neural network",0.911147115090589,0.741868771571747,1.09428240785404,"Beta"
"Lmorm","Mu_Fa","shape_M21_b","Random forest",0.95285015,0.700908285714286,1.20071448275862,"Beta"
"Mmerl","Li_Ga","N1","Neural network",755304.282076399,628742.975305579,892713.450208403,"Beta"
"Mmerl","Li_Ga","N1","Random forest",761375.8375,594802.772727273,938239,"Beta"
"Mmerl","Li_Ga","N2","Neural network",556205.465010823,479767.945707909,648646.184396234,"Beta"
"Mmerl","Li_Ga","N2","Random forest",556612.174583333,452780.952380952,676745,"Beta"
"Mmerl","Li_Ga","Na","Neural network",237363.958273611,217080.123732273,256109.036854227,"Beta"
"Mmerl","Li_Ga","Na","Random forest",235334.338583333,212550.945945946,264338.863636364,"Beta"
"Mmerl","Li_Ga","shape_N_a","Neural network",0.969481080461286,0.863250656478566,1.09231460520065,"Beta"
"Mmerl","Li_Ga","shape_N_a","Random forest",1.0258707845,0.852050652173913,1.25133355828221,"Beta"
"Mmerl","Li_Ga","shape_N_b","Neural network",3.739624769338,3.01998576180192,4.43524564907882,"Beta"
"Mmerl","Li_Ga","shape_N_b","Random forest",3.7125279815,2.79366001953125,4.59001830985915,"Beta"
"Mmerl","Li_Ga","Tsplit","Neural network",212051.545526955,189035.91666082,242099.592343245,"Beta"
"Mmerl","Li_Ga","Tsplit","Random forest",218131.062,176346.44295302,268220,"Beta"
"Mmerl","Li_Ga","M12","Neural network",23.8088097375469,20.2667705775765,27.0549453211425,"Beta"
"Mmerl","Li_Ga","M12","Random forest",23.66594368,18.4239763529412,28.6021653571429,"Beta"
"Mmerl","Li_Ga","M21","Neural network",16.5844471058414,13.3151475831976,19.8207223265577,"Beta"
"Mmerl","Li_Ga","M21","Random forest",16.1931491831667,12.2935032902299,20.3649185281385,"Beta"
"Mmerl","Mu_Fa","N1","Neural network",512354.321130516,435926.454746377,599331.996215093,"Beta"
"Mmerl","Mu_Fa","N1","Random forest",490712.707,376900.621761658,595429.259259259,"Beta"
"Mmerl","Mu_Fa","N2","Neural network",597605.893265287,500146.674330765,703981.398491812,"Beta"
"Mmerl","Mu_Fa","N2","Random forest",565715.4645,432995.366666667,701239.597495528,"Beta"
"Mmerl","Mu_Fa","Na","Neural network",222015.644570621,200345.203382506,244257.710928569,"Beta"
"Mmerl","Mu_Fa","Na","Random forest",236504.667333333,209493.75,263250.895061728,"Beta"
"Mmerl","Mu_Fa","shape_N_a","Neural network",1.13363534297417,0.993524696277506,1.29941148092272,"Beta"
"Mmerl","Mu_Fa","shape_N_a","Random forest",1.181387872,0.957933047619048,1.40297571428571,"Beta"
"Mmerl","Mu_Fa","shape_N_b","Neural network",3.88524406443905,3.15479974301304,4.62766652944596,"Beta"
"Mmerl","Mu_Fa","shape_N_b","Random forest",3.962458047,2.95529197530864,4.78724025,"Beta"
"Mmerl","Mu_Fa","Tsplit","Neural network",251292.197468434,217676.575951971,288235.81816167,"Beta"
"Mmerl","Mu_Fa","Tsplit","Random forest",237476.118333333,161620,297638.333333333,"Beta"
"Mmerl","Mu_Fa","M12","Neural network",20.8241074081216,16.8459850749888,24.6301414988207,"Beta"
"Mmerl","Mu_Fa","M12","Random forest",20.9841212175,16.0487466089466,25.8639099550225,"Beta"
"Mmerl","Mu_Fa","shape_M12_a","Neural network",3.06767899386435,2.36978804766576,3.75835914643075,"Beta"
"Mmerl","Mu_Fa","shape_M12_a","Random forest",3.09474944166667,2.23743866666667,3.861144,"Beta"
"Mmerl","Mu_Fa","shape_M12_b","Neural network",1.53758068707343,1.19124682154942,1.88634621203117,"Beta"
"Mmerl","Mu_Fa","shape_M12_b","Random forest",1.52128538916667,1.12088380952381,1.88091068965517,"Beta"
"Mmerl","Mu_Fa","M21","Neural network",21.9917604866599,18.0345296174166,25.779687955181,"Beta"
"Mmerl","Mu_Fa","M21","Random forest",22.0813185353333,17.5131535172414,26.7534808333333,"Beta"
"Mmerl","Mu_Fa","shape_M21_a","Neural network",4.63414230349953,3.76443991826809,5.48962979698204,"Beta"
"Mmerl","Mu_Fa","shape_M21_a","Random forest",4.62134017616667,3.5611184965035,5.62883586206897,"Beta"
"Mmerl","Mu_Fa","shape_M21_b","Neural network",3.59981069902435,2.8953382140409,4.28265094738192,"Beta"
"Mmerl","Mu_Fa","shape_M21_b","Random forest",3.66440484266667,2.71984485074627,4.45223471428571,"Beta"
"Msurm","Med_Atl","N1","Neural network",1157360.00073259,1029621.88716826,1296091.70779663,"Beta"
"Msurm","Med_Atl","N1","Random forest",1094390.17616667,924244.285714286,1285544.25,"Beta"
"Msurm","Med_Atl","N2","Neural network",1167196.08870094,1024883.70240697,1308199.66593598,"Beta"
"Msurm","Med_Atl","N2","Random forest",1058295.5095,867761.25,1260109.97297297,"Beta"
"Msurm","Med_Atl","Na","Neural network",352804.57748247,314755.158405714,390787.942564292,"Beta"
"Msurm","Med_Atl","Na","Random forest",368703.349333333,326319.5,412440.341246291,"Beta"
"Msurm","Med_Atl","shape_N_a","Neural network",1.87560197358502,1.6765846164681,2.09876288634533,"Beta"
"Msurm","Med_Atl","shape_N_a","Random forest",1.93258526683333,1.60891766666667,2.30380708333333,"Beta"
"Msurm","Med_Atl","shape_N_b","Neural network",4.35918374387141,3.71670999312575,5.02670171232972,"Beta"
"Msurm","Med_Atl","shape_N_b","Random forest",4.3870422035,3.37072266666667,5.35322233333333,"Beta"
"Msurm","Med_Atl","Tsplit","Neural network",742810.125562112,671167.02736003,819052.262595772,"Beta"
"Msurm","Med_Atl","Tsplit","Random forest",787937.694333333,663552.5,919528.125,"Beta"
"Msurm","Med_Atl","M12","Neural network",17.9471906524263,14.7447016479248,21.2506158343503,"Beta"
"Msurm","Med_Atl","M12","Random forest",18.3037672333333,13.8832462126246,22.4478403846154,"Beta"
"Msurm","Med_Atl","M21","Neural network",21.6872145241707,17.8578093056304,25.3174315963917,"Beta"
"Msurm","Med_Atl","M21","Random forest",22.0650841003333,16.8165028,26.35854,"Beta"
"Msurm","Mu_Fa","N1","Neural network",960972.288563011,816889.137547977,1124265.96365793,"Beta"
"Msurm","Mu_Fa","N1","Random forest",940261.656833333,764845.25,1140156.39848812,"Beta"
"Msurm","Mu_Fa","N2","Neural network",924792.108552265,803635.373511001,1064884.22705042,"Beta"
"Msurm","Mu_Fa","N2","Random forest",883239.881916667,718502.676056338,1110007.20779221,"Beta"
"Msurm","Mu_Fa","Na","Neural network",319926.780769307,284579.012818139,354396.349873499,"Beta"
"Msurm","Mu_Fa","Na","Random forest",338952.462333333,279175,392242.6,"Beta"
"Msurm","Mu_Fa","shape_N_a","Neural network",2.48944215616794,2.21313472557729,2.89547394245698,"Beta"
"Msurm","Mu_Fa","shape_N_a","Random forest",2.77702936683333,1.98629406392694,3.50830966666667,"Beta"
"Msurm","Mu_Fa","shape_N_b","Neural network",5.72630387154991,4.6402680362151,6.74734989778324,"Beta"
"Msurm","Mu_Fa","shape_N_b","Random forest",5.56437312866667,4.303251945047,6.87135205882353,"Beta"
"Msurm","Mu_Fa","Tsplit","Neural network",1172217.64243961,1071898.10645057,1275465.81353185,"Beta"
"Msurm","Mu_Fa","Tsplit","Random forest",1135730.71333333,946390.134529148,1336753.33333333,"Beta"
"Msurm","Mu_Fa","M12","Neural network",20.7789795110515,17.0057989486511,24.6096372996509,"Beta"
"Msurm","Mu_Fa","M12","Random forest",21.0856543226667,16.1193438709677,27.1079843887147,"Beta"
"Msurm","Mu_Fa","M21","Neural network",21.6551673337344,20.978569097422,22.3358864732396,"Beta"
"Msurm","Mu_Fa","M21","Random forest",22.214098745,16.4646944047619,27.7299523809524,"Beta"
"Msurm","Li_Ga","N1","Neural network",1060172.30261269,920065.459182903,1213673.77071942,"Beta"
"Msurm","Li_Ga","N1","Random forest",1008133.47333333,800625.727272727,1248947.03846154,"Beta"
"Msurm","Li_Ga","N2","Neural network",956054.173593346,829224.167012963,1104269.87680134,"Beta"
"Msurm","Li_Ga","N2","Random forest",953633.31275,764519.859649123,1135872.02702703,"Beta"
"Msurm","Li_Ga","Na","Neural network",311487.617948419,276113.130511034,346379.464840501,"Beta"
"Msurm","Li_Ga","Na","Random forest",320993.193666667,267986,373579.333333333,"Beta"
"Msurm","Li_Ga","shape_N_a","Neural network",1.52462558721202,1.35544813520106,1.74040511322028,"Beta"
"Msurm","Li_Ga","shape_N_a","Random forest",1.58054036316667,1.30137308333333,1.87206228017884,"Beta"
"Msurm","Li_Ga","shape_N_b","Neural network",2.69169045952496,2.17788930113674,3.20418298602928,"Beta"
"Msurm","Li_Ga","shape_N_b","Random forest",2.75586007983333,2.00930466666667,3.43341092592593,"Beta"
"Msurm","Li_Ga","Tsplit","Neural network",1102069.66969628,1007648.34924296,1196932.64103437,"Beta"
"Msurm","Li_Ga","Tsplit","Random forest",1109630.04133333,933540,1284392,"Beta"
"Msurm","Li_Ga","M12","Neural network",22.0166636507933,18.0525430799753,25.5797594574311,"Beta"
"Msurm","Li_Ga","M12","Random forest",21.2772982925,16.531753,26.370395,"Beta"
"Msurm","Li_Ga","M21","Neural network",19.0916734998154,15.4665171970911,22.3402973231783,"Beta"
"Msurm","Li_Ga","M21","Random forest",18.8730833896667,14.6413588888889,22.8915066666667,"Beta"
"Peryt","Mu_Fa","N1","Neural network",1068859.64051548,920672.53303567,1221957.01754477,"Beta"
"Peryt","Mu_Fa","N1","Random forest",1014641.93216667,816970,1240361.86251469,"Beta"
"Peryt","Mu_Fa","N2","Neural network",924770.347592273,762601.691258695,1135198.1244875,"Beta"
"Peryt","Mu_Fa","N2","Random forest",938609.2625,732741,1174653.33333333,"Beta"
"Peryt","Mu_Fa","Na","Neural network",320341.313757007,295558.264047562,344259.223254446,"Beta"
"Peryt","Mu_Fa","Na","Random forest",348896.944666667,294090,407751.041666667,"Beta"
"Peryt","Mu_Fa","shape_N_a","Neural network",2.65899876468439,2.29454130362535,3.13179458535185,"Beta"
"Peryt","Mu_Fa","shape_N_a","Random forest",2.53060669483333,1.98071012345679,3.37479380769231,"Beta"
"Peryt","Mu_Fa","shape_N_b","Neural network",5.91430932442558,4.96762588802941,6.79529333818738,"Beta"
"Peryt","Mu_Fa","shape_N_b","Random forest",5.95862232866667,4.71227125,7.33642438167939,"Beta"
"Peryt","Mu_Fa","Tsplit","Neural network",1103179.78701085,1041336.10891045,1164644.84038147,"Beta"
"Peryt","Mu_Fa","Tsplit","Random forest",1059258.567,858937.777777778,1263617.72727273,"Beta"
"Peryt","Mu_Fa","M12","Neural network",24.4243949635871,20.5027354699433,27.6574969983374,"Beta"
"Peryt","Mu_Fa","M12","Random forest",22.540348787,16.722963716916,29.0530291986063,"Beta"
"Peryt","Mu_Fa","M21","Neural network",19.5362368042257,16.0223614832768,22.7688571391644,"Beta"
"Peryt","Mu_Fa","M21","Random forest",19.048517172,14.8789128787879,23.4740324038462,"Beta"
"Peryt","Li_Ga","N1","Neural network",1154888.26120503,1002710.1173371,1314707.75698569,"Beta"
"Peryt","Li_Ga","N1","Random forest",1082072.25291667,891906.907894737,1293532.63458401,"Beta"
"Peryt","Li_Ga","N2","Neural network",934737.958042254,751708.23287553,1172082.82524988,"Beta"
"Peryt","Li_Ga","N2","Random forest",1004649.74191667,804783.75,1236375.69686411,"Beta"
"Peryt","Li_Ga","Na","Neural network",345125.560987665,304965.926844224,381167.358771457,"Beta"
"Peryt","Li_Ga","Na","Random forest",343993.744833333,287775.441176471,399529.7,"Beta"
"Peryt","Li_Ga","shape_N_a","Neural network",1.97533717124057,1.75042650402434,2.22475051226891,"Beta"
"Peryt","Li_Ga","shape_N_a","Random forest",1.9003543805,1.559902,2.24491124744376,"Beta"
"Peryt","Li_Ga","shape_N_b","Neural network",4.2353769042565,3.36315246642672,5.09343721271349,"Beta"
"Peryt","Li_Ga","shape_N_b","Random forest",4.15944769833333,3.08330732283465,5.25706833333333,"Beta"
"Peryt","Li_Ga","Tsplit","Neural network",1143184.10011444,1058322.00199666,1229255.89631094,"Beta"
"Peryt","Li_Ga","Tsplit","Random forest",1066465.69633333,903019,1233429.56521739,"Beta"
"Peryt","Li_Ga","M12","Neural network",21.264648721053,17.5308619373249,24.823720909911,"Beta"
"Peryt","Li_Ga","M12","Random forest",21.4468621623333,16.5452609487376,25.7591295522388,"Beta"
"Peryt","Li_Ga","M21","Neural network",20.4449840899627,16.3656720990354,24.6316220730271,"Beta"
"Peryt","Li_Ga","M21","Random forest",20.893666468,15.4066164222222,25.4804185388128,"Beta"
"Scabr","Mu_Fa","N1","Neural network",737784.36997047,661878.560153749,818519.000054175,"Beta"
"Scabr","Mu_Fa","N1","Random forest",717698.435583333,593147.142857143,848256.290786948,"Beta"
"Scabr","Mu_Fa","N2","Neural network",392238.176892267,341243.867520027,455877.012785325,"Beta"
"Scabr","Mu_Fa","N2","Random forest",402689.861583333,311390.940279543,518675.758122744,"Beta"
"Scabr","Mu_Fa","Na","Neural network",564988.891278421,514192.076862218,615475.284332336,"Beta"
"Scabr","Mu_Fa","Na","Random forest",554735.766833333,479657.416666667,630997.666666667,"Beta"
"Scabr","Mu_Fa","shape_N_a","Neural network",1.63144030335791,1.42853729422384,1.85982407147405,"Beta"
"Scabr","Mu_Fa","shape_N_a","Random forest",1.69081496966667,1.33057396984925,2.070344,"Beta"
"Scabr","Mu_Fa","shape_N_b","Neural network",0.473643409651769,0.387746005217261,0.562326287582433,"Beta"
"Scabr","Mu_Fa","shape_N_b","Random forest",0.477095678833333,0.362846984924623,0.594965,"Beta"
"Scabr","Mu_Fa","Tsplit","Neural network",1422277.23250666,1281895.02099664,1514282.1656442,"Beta"
"Scabr","Mu_Fa","Tsplit","Random forest",1186872.84733333,910040,1424805.75139147,"Beta"
"Scabr","Mu_Fa","M12","Neural network",10.8352087931509,8.87248422091447,13.0345328864291,"Beta"
"Scabr","Mu_Fa","M12","Random forest",11.4662126381667,8.84575430379747,13.8944493333333,"Beta"
"Scabr","Mu_Fa","M21","Neural network",17.8754003334787,14.6403653207189,21.307680681107,"Beta"
"Scabr","Mu_Fa","M21","Random forest",17.6316380858333,12.4972677717976,22.215725,"Beta"
"Scabr","Li_Ga","N1","Neural network",305728.817656351,267134.980338805,346820.856793422,"Beta"
"Scabr","Li_Ga","N1","Random forest",297001.053083333,239565,360678,"Beta"
"Scabr","Li_Ga","N2","Neural network",751726.101918941,692027.042047674,820581.25413569,"Beta"
"Scabr","Li_Ga","N2","Random forest",715086.4955,587696.098901099,862190,"Beta"
"Scabr","Li_Ga","Na","Neural network",532938.732783651,466308.154363063,601142.632673203,"Beta"
"Scabr","Li_Ga","Na","Random forest",540344.14775,460027,611614.833333333,"Beta"
"Scabr","Li_Ga","shape_N_a","Neural network",2.8039080652722,2.42134528636672,3.2182895316982,"Beta"
"Scabr","Li_Ga","shape_N_a","Random forest",2.77052406666667,2.1879269921875,3.52718957230143,"Beta"
"Scabr","Li_Ga","shape_N_b","Neural network",3.51236447634452,2.84260279078238,4.21705567878952,"Beta"
"Scabr","Li_Ga","shape_N_b","Random forest",3.562957602,2.72609045454545,4.41550277108434,"Beta"
"Scabr","Li_Ga","Tsplit","Neural network",1332419.10330399,1195949.49949675,1452242.65202889,"Beta"
"Scabr","Li_Ga","Tsplit","Random forest",1231157.14033333,1001110,1435707.36784141,"Beta"
"Scabr","Li_Ga","Tsc","Neural network",77242.3296633203,65272.9621294068,89409.807256053,"Beta"
"Scabr","Li_Ga","Tsc","Random forest",75962.7233333334,61490.8333333333,91280,"Beta"
"Scabr","Li_Ga","M12","Neural network",15.620150852546,13.1238632695353,18.161668867489,"Beta"
"Scabr","Li_Ga","M12","Random forest",15.1196900846667,11.9895447550432,18.19569325,"Beta"
"Scabr","Li_Ga","shape_M12_a","Neural network",2.53485367394056,2.02622771819189,3.02245984767787,"Beta"
"Scabr","Li_Ga","shape_M12_a","Random forest",2.52365124633333,1.95308413407821,3.127918,"Beta"
"Scabr","Li_Ga","shape_M12_b","Neural network",0.575510815893533,0.464052170296172,0.687299937577677,"Beta"
"Scabr","Li_Ga","shape_M12_b","Random forest",0.582332552666667,0.43714,0.722682960940781,"Beta"
"Scabr","Li_Ga","M21","Neural network",8.21667011912333,6.95622709449634,9.48617543708745,"Beta"
"Scabr","Li_Ga","M21","Random forest",8.43370973083333,6.9922625,9.95251,"Beta"
"Scabr","Li_Ga","shape_M21_a","Neural network",2.93440044574399,2.36171022235402,3.51012457464911,"Beta"
"Scabr","Li_Ga","shape_M21_a","Random forest",2.94867573716667,2.282854,3.615594,"Beta"
"Scabr","Li_Ga","shape_M21_b","Neural network",2.36812412542616,1.93019042639332,2.82881956891451,"Beta"
"Scabr","Li_Ga","shape_M21_b","Random forest",2.36816938416667,1.78724482935154,2.90039285714286,"Beta"
"Scant","Mu_Fa","N1","Neural network",273524.924254066,249292.22685614,302113.724847795,"Beta"
"Scant","Mu_Fa","N1","Random forest",267927.46025,227640.098039216,315574.583333333,"Beta"
"Scant","Mu_Fa","N2","Neural network",559535.734549127,518023.513820739,606355.12232725,"Beta"
"Scant","Mu_Fa","N2","Random forest",492267.167916667,420470.625,575080,"Beta"
"Scant","Mu_Fa","Na","Neural network",145765.261187588,122686.668663256,167767.055681674,"Beta"
"Scant","Mu_Fa","Na","Random forest",153018.070833333,118982.777777778,181280.3125,"Beta"
