LbudeMu4;173096178;25964426700;0.406518;0.964553;0.918878;95.84534096414306;1.795347555276466;0.03195521355378126;3.0868260996496413;0.010634550232530264;0.47396540436612067;0.5832329816086408;165904622;24692361242;0.403409;0.976714;0.934092;0.133736
DpuntGa1;108223328;16233499200;0.426582;0.954325;0.905992;90.9543458135015;1.3883115847259844;0.026648684591674483;6.273299967267685;0.010045893247710882;0.93027632637577;1.8320319996073304;98433820;14653450405;0.423137;0.975597;0.933302;0.113216
PerytLi2;144546904;21682035600;0.424362;0.963661;0.91105;98.14130782074724;1.8460699787800368;0.027476225525614392;1.5213788321609434;0.026060744960680723;0.1906453838679243;0.1206072182632151;141860222;21156844524;0.422885;0.969976;0.919003;0.0961433
CjuliMu1;135893446;20384016900;0.421983;0.953272;0.90524;91.02948644042775;1.17736215181415;0.026991309058422144;6.511261771962131;0.010187393437649671;0.686863147174883;1.7622012469975925;123703106;18463886068;0.420077;0.975618;0.933885;0.147022
CjuliLi1;139860380;20979057000;0.421876;0.939624;0.887312;85.4111035591352;1.1165127679475775;0.02552898826672715;10.46414574306176;0.010034292771119313;1.1018431381353317;3.0128732668966007;119456294;17831558043;0.418857;0.974266;0.931604;0.143808
ScineGa2;111489634;16723445100;0.421473;0.951582;0.904083;90.44157952837122;1.422688319166964;0.03165848285650186;6.695903226303532;0.010052952546242997;0.9862656827808763;1.8661986099981278;100832986;15027131964;0.416889;0.975531;0.934686;0.127897
StyphFa5;165074572;24761185800;0.445386;0.960865;0.914011;96.64048197562494;2.879739103609489;0.04408483942638967;2.5391082037759274;0.011060455755717482;0.4852982444806824;0.3240511203627413;159528862;23517002671;0.441837;0.975014;0.931712;0.134125
StyphMu5;157708610;23656291500;0.444069;0.958438;0.91118;95.3912852316687;2.029406003895412;0.033855243117882614;3.5377104648883786;0.011343705330989854;0.6170481117042373;0.4426124864076857;150440270;22295596825;0.440144;0.9747;0.93138;0.136056
CjuliGa2;135599858;20339978700;0.421889;0.942113;0.891001;86.51105814579836;1.23754849359798;0.028923388203941434;9.753007263473682;0.009861367258953915;1.0603373935686569;2.665735829900353;117308872;17498761563;0.418379;0.974904;0.9328;0.158763
PerytMu1;131441456;19716218400;0.428029;0.962538;0.909884;97.85993697452652;1.9428961590322005;0.029813465649173372;1.7162226200537523;0.025777255541052434;0.24393521629888212;0.15412793357979845;128628526;19151706228;0.425972;0.969679;0.918821;0.0932835
DlabrLi1;117573308;17635996200;0.414569;0.965619;0.918072;97.44805172956433;1.9432497382824339;0.02972511980922291;1.9167853982640346;0.026337610573991845;0.38924991376444046;0.21957534783320037;114572898;17088659891;0.411745;0.97307;0.927573;0.0862106
LmormFa3;118938962;17840844300;0.423215;0.955985;0.901385;95.25449196370151;1.2025773354235259;0.020154931793222367;3.541271866825271;0.0254718886818602;0.6200995767896478;0.5586647040017048;113294704;16944087250;0.41875;0.968411;0.91671;0.0884905
MsurmGa6;154971178;23245676700;0.49369;0.943712;0.882512;94.15915906633941;3.9832148659281663;0.06504105341876325;4.414685419762376;0.02362245707392119;1.240624240463604;0.1619088163606784;145919558;21426150826;0.483184;0.961251;0.904967;0.0898952
ScabrLi5;161785748;24267862200;0.419014;0.968003;0.921967;98.34385906476756;3.4262097054432754;0.058932982568196714;1.3120290422614975;0.025721672344093005;0.21503253797114438;0.10335768265570587;159106348;23539197364;0.417272;0.974761;0.93074;0.0980734
LmormLi6;121683166;18252474900;0.424868;0.964503;0.913625;97.95360189757062;1.1362138621541127;0.019800547705451164;1.6347552955681643;0.02637834061615392;0.23646163184149893;0.148802834403569;119193044;17828389204;0.422915;0.970767;0.921493;0.10022
LmormLi1;128364958;19254743700;0.425289;0.963396;0.912385;97.56477776434906;1.3686157245499975;0.023344496660321686;1.9134038122771793;0.026088116664985783;0.29566168673540955;0.2000686199733731;125238986;18721984653;0.423044;0.970761;0.92159;0.102438
DpuntFa5;125847414;18877112100;0.425385;0.94461;0.892916;87.37541798038059;0.8385583513062891;0.01640216990606312;9.013197521881539;0.009823006772312383;1.193089275557144;2.4084722154084153;109959704;16438853608;0.421044;0.974016;0.930253;0.109955
CgaleGa2;122463580;18369537000;0.433447;0.94109;0.888875;87.23054805355193;1.5585335656527435;0.035431192413831664;9.233492929081446;0.010047068687686575;1.38853690215491;2.137375046524036;106825652;15931243678;0.426924;0.971959;0.928173;0.140376
DlabrMu3;117359568;17603935200;0.42022;0.963238;0.915315;96.95692472214962;3.2641258529513335;0.049552159224035316;2.3231885107143544;0.02563404118869967;0.4357923335232454;0.2584603924240757;113788228;16856735520;0.415743;0.973038;0.927891;0.0829559
ScineLi1;159354782;23903217300;0.426081;0.958525;0.91156;94.23349341345778;1.445561263420385;0.03402410185176202;4.2149949412876735;0.010366805308672821;0.7591174766252073;0.7820273633206689;150165578;22383373100;0.421221;0.974493;0.931844;0.128349
DlabrGa6;133133770;19970065500;0.416181;0.965569;0.916932;97.9404549274012;1.7620968744444028;0.029490243785129298;1.5923007363195678;0.026600313354004774;0.33046912139572104;0.11017490152949172;130391820;19429460067;0.413452;0.971851;0.925025;0.0934935
DlabrLi5;135614782;20342217300;0.413934;0.965188;0.917811;97.12115601085434;2.1920604495754747;0.0324849838272055;2.1271442223754047;0.026503010564143368;0.41415396737503146;0.3110427888310877;131710644;19639213951;0.410973;0.973332;0.928155;0.0840732
